New_Date,Order_Id,Country,Device_Type,Category,Customer_Name,Sales_Manager,Sales_Rep, Order_Value_Eur ,  Cost  ,Date,Day,Month,Year
15-05-2020,77-3489084,France,Tablet,Games,Wisoky Inc,Othello Bowes,Amelina Piscopiello,"46,296.26"," 40,319.41 ",5/15/2020,5,15,2020
30-03-2020,88-8436664,Germany,PC,Electronics,"Fisher, Morar and Skiles",Rickard Doogood,Casie MacBain,"92,868.37"," 79,068.13 ",3/30/2020,3,30,2020
13-09-2019,99-0564964,Germany,PC,Appliances,Johns and Sons,Rickard Doogood,Casie MacBain,"1,53,011.39"," 1,31,543.89 ",9/13/2019,9,13,2019
28-10-2019,88-5343320,Germany,PC,Smartphones,"Swaniawski, Runolfsson and Green",Rickard Doogood,Casie MacBain,"1,02,918.09"," 87,480.38 ",10/28/2019,10,28,2019
20-10-2019,98-6247105,Germany,PC,Games,Labadie and Sons,Rickard Doogood,Casie MacBain,"1,61,217.16"," 1,35,696.48 ",10/20/2019,10,20,2019
06-09-2020,15-7053450,Germany,PC,Appliances,Johns and Sons,Rickard Doogood,Casie MacBain,"2,41,782.39"," 1,96,544.91 ",06-09-2020,6,9,2020
28-11-2020,15-2994585,Germany,Mobile,Accessories,Johns and Sons,Rickard Doogood,Casie MacBain,"32,695.37"," 26,375.35 ",11/28/2020,11,28,2020
20-07-2020,84-1062113,Germany,PC,Clothing,Friesen-Rath,Rickard Doogood,Casie MacBain,"1,61,823.46"," 1,30,494.44 ",7/20/2020,7,20,2020
19-10-2020,19-9073616,Germany,Tablet,Outdoors,"Murray, Reichel and Nolan",Rickard Doogood,Casie MacBain,"48,922.42"," 39,387.44 ",10/19/2020,10,19,2020
20-12-2019,38-8840357,Germany,PC,Electronics,Walter LLC,Rickard Doogood,Casie MacBain,"1,90,100.96"," 1,60,749.37 ",12/20/2019,12,20,2019
12-02-2019,85-3690127,Germany,Mobile,Appliances,"Dickinson, Hyatt and Berge",Rickard Doogood,Casie MacBain,"80,986.10"," 64,124.79 ",12-02-2019,12,2,2019
19-01-2019,81-9757849,Germany,PC,Accessories,Johns and Sons,Rickard Doogood,Casie MacBain,"36,747.24"," 31,900.28 ",1/19/2019,1,19,2019
08-04-2020,52-3394023,Germany,PC,Accessories,"Farrell, Swaniawski and Crist",Rickard Doogood,Casie MacBain,"76,652.73"," 64,311.64 ",08-04-2020,8,4,2020
05-02-2019,20-6477396,Germany,Tablet,Clothing,Altenwerth-Konopelski,Rickard Doogood,Casie MacBain,"51,407.30"," 44,292.53 ",05-02-2019,5,2,2019
27-12-2020,22-7259031,Germany,PC,Electronics,Romaguera-Dietrich,Rickard Doogood,Casie MacBain,"61,968.26"," 50,690.04 ",12/27/2020,12,27,2020
02-07-2019,21-7461655,Germany,PC,Clothing,Morissette Group,Rickard Doogood,Casie MacBain,"58,416.81"," 46,745.13 ",02-07-2019,2,7,2019
04-12-2020,96-7625873,Germany,Mobile,Appliances,"Keeling, Monahan and Pollich",Rickard Doogood,Casie MacBain,"1,69,544.95"," 1,37,568.77 ",04-12-2020,4,12,2020
18-07-2019,70-0112393,Germany,PC,Beauty,Johns and Sons,Rickard Doogood,Casie MacBain,"2,30,765.62"," 1,95,435.40 ",7/18/2019,7,18,2019
18-03-2020,22-4332301,Germany,PC,Appliances,Hessel-Stiedemann,Rickard Doogood,Casie MacBain,"86,669.23"," 71,580.12 ",3/18/2020,3,18,2020
10-05-2020,39-3209780,Germany,PC,Books,Tillman and Sons,Rickard Doogood,Casie MacBain,"86,704.08"," 75,380.53 ",10-05-2020,10,5,2020
03-04-2020,77-6124790,Germany,Mobile,Electronics,Romaguera-Dietrich,Rickard Doogood,Casie MacBain,"44,118.50"," 38,250.74 ",03-04-2020,3,4,2020
07-04-2019,86-6107692,Germany,PC,Games,"Jacobson, Marvin and Brown",Rickard Doogood,Casie MacBain,"1,80,519.86"," 1,45,968.36 ",07-04-2019,7,4,2019
10-06-2020,61-4937643,Germany,Mobile,Electronics,"Leffler, Prohaska and Streich",Rickard Doogood,Casie MacBain,"30,177.80"," 23,924.96 ",10-06-2020,10,6,2020
07-03-2020,48-2124998,Germany,Mobile,Accessories,Considine-Fisher,Rickard Doogood,Casie MacBain,"2,50,483.63"," 2,17,269.50 ",07-03-2020,7,3,2020
05-07-2019,94-2134593,Germany,PC,Electronics,"Lueilwitz, Kerluke and Lesch",Rickard Doogood,Casie MacBain,"1,63,546.81"," 1,33,307.00 ",05-07-2019,5,7,2019
12-02-2019,44-1953194,Ireland,PC,Books,Smith Group,Glenine Suttaby,Bunnie Tonbridge,"3,61,182.87"," 2,88,368.40 ",12-02-2019,12,2,2019
15-01-2020,43-4245267,Ireland,PC,Electronics,"Hamill, Kulas and Roob",Glenine Suttaby,Palm Wetherald,"1,35,424.06"," 1,16,275.10 ",1/15/2020,1,15,2020
12-01-2019,30-8840089,Ireland,PC,Electronics,"Zieme, Bailey and Herzog",Glenine Suttaby,Bunnie Tonbridge,"84,877.87"," 68,454.00 ",12-01-2019,12,1,2019
11-02-2020,79-8966057,Ireland,PC,Clothing,Goldner-Dibbert,Glenine Suttaby,Palm Wetherald,"1,17,358.02"," 1,02,664.80 ",11-02-2020,11,2,2020
21-03-2020,10-9241948,Ireland,PC,Electronics,Altenwerth-Konopelski,Glenine Suttaby,Palm Wetherald,"55,539.67"," 45,620.29 ",3/21/2020,3,21,2020
25-03-2020,47-0640313,Ireland,PC,Beauty,"Zieme, Bailey and Herzog",Glenine Suttaby,Bunnie Tonbridge,"85,294.30"," 72,662.21 ",3/25/2020,3,25,2020
15-09-2020,17-3178991,Ireland,PC,Beauty,Kirlin and Sons,Glenine Suttaby,Bunnie Tonbridge,"68,802.13"," 54,635.77 ",9/15/2020,9,15,2020
27-05-2020,07-6200800,Ireland,Mobile,Clothing,Kihn Inc,Glenine Suttaby,Bunnie Tonbridge,"37,520.09"," 32,781.30 ",5/27/2020,5,27,2020
14-05-2020,96-1698894,Ireland,PC,Games,Gleichner-Green,Glenine Suttaby,Bunnie Tonbridge,"1,26,523.36"," 1,06,368.19 ",5/14/2020,5,14,2020
03-03-2020,92-0523700,Ireland,PC,Clothing,"Dickinson, Hyatt and Berge",Glenine Suttaby,Bunnie Tonbridge,"63,373.72"," 55,572.41 ",03-03-2020,3,3,2020
22-01-2020,15-3657248,Ireland,PC,Games,"Spencer, Rogahn and Muller",Glenine Suttaby,Bunnie Tonbridge,"76,767.77"," 64,500.28 ",1/22/2020,1,22,2020
24-08-2020,21-2965409,Ireland,PC,Appliances,Johns and Sons,Glenine Suttaby,Palm Wetherald,"31,966.82"," 26,593.20 ",8/24/2020,8,24,2020
07-03-2019,44-9239029,Ireland,Mobile,Electronics,Corwin and Sons,Glenine Suttaby,Bunnie Tonbridge,"2,71,465.15"," 2,17,959.37 ",07-03-2019,7,3,2019
12-07-2020,29-3662564,Ireland,PC,Smartphones,Dibbert Inc,Glenine Suttaby,Palm Wetherald,"1,19,819.37"," 1,05,441.05 ",12-07-2020,12,7,2020
31-08-2019,72-3928347,Ireland,PC,Beauty,Friesen-Rath,Glenine Suttaby,Bunnie Tonbridge,"1,57,007.52"," 1,26,940.58 ",8/31/2019,8,31,2019
01-12-2019,43-5417299,Ireland,PC,Electronics,"Christiansen, Donnelly and Bechtelar",Glenine Suttaby,Palm Wetherald,"65,831.42"," 52,487.39 ",01-12-2019,1,12,2019
18-07-2019,44-6718687,Ireland,PC,Accessories,"Schowalter, Lesch and Beahan",Glenine Suttaby,Palm Wetherald,"2,26,021.18"," 1,80,455.31 ",7/18/2019,7,18,2019
17-01-2019,17-4401585,Ireland,PC,Games,Tillman and Sons,Glenine Suttaby,Palm Wetherald,"1,35,344.52"," 1,17,492.58 ",1/17/2019,1,17,2019
29-04-2020,36-7597839,Ireland,PC,Clothing,Walter LLC,Glenine Suttaby,Bunnie Tonbridge,"1,68,178.03"," 1,42,665.42 ",4/29/2020,4,29,2020
10-04-2020,32-9007470,Ireland,PC,Smartphones,Dibbert Inc,Glenine Suttaby,Bunnie Tonbridge,"1,26,409.18"," 1,04,692.08 ",10-04-2020,10,4,2020
02-09-2019,59-1230573,Ireland,PC,Appliances,Johns and Sons,Glenine Suttaby,Bunnie Tonbridge,"80,719.44"," 64,422.19 ",02-09-2019,2,9,2019
05-06-2019,80-3206606,Ireland,PC,Outdoors,"Christiansen, Donnelly and Bechtelar",Glenine Suttaby,Bunnie Tonbridge,"1,67,301.52"," 1,47,074.77 ",05-06-2019,5,6,2019
05-02-2020,33-4102367,Ireland,PC,Beauty,Corwin and Sons,Glenine Suttaby,Palm Wetherald,"1,35,662.46"," 1,16,764.68 ",05-02-2020,5,2,2020
17-05-2019,22-4278602,Ireland,Mobile,Other,Friesen-Rath,Glenine Suttaby,Bunnie Tonbridge,"36,070.76"," 29,339.96 ",5/17/2019,5,17,2019
30-12-2020,70-7426559,Ireland,PC,Smartphones,Johns and Sons,Glenine Suttaby,Palm Wetherald,"1,30,242.41"," 1,13,050.41 ",12/30/2020,12,30,2020
13-02-2020,49-6263811,Ireland,Mobile,Outdoors,Altenwerth-Konopelski,Glenine Suttaby,Bunnie Tonbridge,"57,107.26"," 48,232.79 ",2/13/2020,2,13,2020
07-04-2019,42-2477150,Ireland,PC,Clothing,Johns and Sons,Glenine Suttaby,Palm Wetherald,"1,17,288.29"," 94,546.09 ",07-04-2019,7,4,2019
04-04-2019,39-6568658,Ireland,PC,Appliances,Friesen-Rath,Glenine Suttaby,Palm Wetherald,"1,61,630.62"," 1,33,991.78 ",04-04-2019,4,4,2019
12-09-2019,18-0483044,Ireland,PC,Beauty,"Christiansen, Donnelly and Bechtelar",Glenine Suttaby,Palm Wetherald,"2,92,124.64"," 2,45,822.88 ",12-09-2019,12,9,2019
03-10-2020,64-0103144,Ireland,PC,Electronics,Friesen-Rath,Glenine Suttaby,Bunnie Tonbridge,"99,887.86"," 84,045.65 ",03-10-2020,3,10,2020
10-02-2020,46-8792953,Ireland,PC,Smartphones,Dibbert Inc,Glenine Suttaby,Palm Wetherald,"77,278.68"," 62,951.21 ",10-02-2020,10,2,2020
31-08-2020,93-4118211,Ireland,Mobile,Smartphones,"Heaney, Gulgowski and Kshlerin",Glenine Suttaby,Palm Wetherald,"50,495.53"," 40,749.89 ",8/31/2020,8,31,2020
23-03-2019,45-6860897,Ireland,Tablet,Clothing,Johns and Sons,Glenine Suttaby,Bunnie Tonbridge,"1,14,232.68"," 95,795.52 ",3/23/2019,3,23,2019
23-01-2020,12-2375671,Ireland,PC,Other,"Leffler, Prohaska and Streich",Glenine Suttaby,Palm Wetherald,"88,684.70"," 75,337.65 ",1/23/2020,1,23,2020
21-08-2020,86-2962836,Ireland,Mobile,Books,Tillman and Sons,Glenine Suttaby,Palm Wetherald,"81,358.58"," 68,918.85 ",8/21/2020,8,21,2020
30-04-2020,43-7205800,Ireland,Mobile,Games,"Swaniawski, Runolfsson and Green",Glenine Suttaby,Palm Wetherald,"1,27,591.73"," 1,08,988.86 ",4/30/2020,4,30,2020
21-01-2020,96-1991854,Ireland,PC,Books,"Farrell, Swaniawski and Crist",Glenine Suttaby,Bunnie Tonbridge,"1,65,747.20"," 1,32,912.68 ",1/21/2020,1,21,2020
21-01-2019,59-0348389,Ireland,PC,Electronics,Johns and Sons,Glenine Suttaby,Palm Wetherald,"37,892.58"," 30,010.92 ",1/21/2019,1,21,2019
20-03-2020,74-6211038,Ireland,Mobile,Outdoors,Baumbach Group,Glenine Suttaby,Bunnie Tonbridge,"65,397.28"," 53,920.06 ",3/20/2020,3,20,2020
02-09-2020,70-5224180,Ireland,Mobile,Beauty,Hessel-Stiedemann,Glenine Suttaby,Bunnie Tonbridge,"79,375.17"," 64,532.01 ",02-09-2020,2,9,2020
10-09-2020,18-7046062,Ireland,PC,Smartphones,Considine-Fisher,Glenine Suttaby,Bunnie Tonbridge,"1,65,709.19"," 1,38,102.04 ",10-09-2020,10,9,2020
19-06-2020,61-0888460,Ireland,Mobile,Games,Johns and Sons,Glenine Suttaby,Palm Wetherald,"46,857.77"," 39,116.87 ",6/19/2020,6,19,2020
13-12-2020,30-4823900,Ireland,PC,Games,Johns and Sons,Glenine Suttaby,Bunnie Tonbridge,"58,921.31"," 51,715.23 ",12/13/2020,12,13,2020
11-12-2020,90-2530115,Italy,Mobile,Other,Schoen-Keeling,Piggy Roscrigg,Joshua Prevost,"1,09,390.57"," 87,414.00 ",11-12-2020,11,12,2020
21-06-2019,37-0857161,Italy,PC,Smartphones,"Swaniawski, Runolfsson and Green",Piggy Roscrigg,Joshua Prevost,"1,63,203.64"," 1,40,893.70 ",6/21/2019,6,21,2019
24-07-2019,93-9941140,Italy,PC,Books,Dibbert Inc,Piggy Roscrigg,Joshua Prevost,"1,42,353.07"," 1,16,046.22 ",7/24/2019,7,24,2019
19-03-2019,57-2968987,Italy,PC,Games,Hessel-Stiedemann,Piggy Roscrigg,Joshua Prevost,"26,899.97"," 23,198.53 ",3/19/2019,3,19,2019
20-02-2020,67-7432229,Italy,Tablet,Books,Johns and Sons,Piggy Roscrigg,Joshua Prevost,"44,232.84"," 38,880.67 ",2/20/2020,2,20,2020
28-05-2020,61-4366487,Italy,Mobile,Books,"Spencer, Rogahn and Muller",Piggy Roscrigg,Joshua Prevost,"38,536.92"," 32,001.06 ",5/28/2020,5,28,2020
21-05-2020,66-7112079,Italy,PC,Games,Romaguera-Dietrich,Piggy Roscrigg,Joshua Prevost,"1,27,830.38"," 1,03,874.97 ",5/21/2020,5,21,2020
16-03-2020,78-8602908,Italy,Mobile,Appliances,West-Cummings,Piggy Roscrigg,Joshua Prevost,"37,636.91"," 30,847.21 ",3/16/2020,3,16,2020
24-09-2019,57-6602854,Italy,PC,Clothing,Labadie and Sons,Piggy Roscrigg,Joshua Prevost,"1,27,075.41"," 1,10,924.13 ",9/24/2019,9,24,2019
10-06-2020,73-4380400,Italy,PC,Games,"Bashirian, Okuneva and Bechtelar",Piggy Roscrigg,Joshua Prevost,"1,18,409.59"," 96,030.18 ",10-06-2020,10,6,2020
07-08-2019,63-0019978,Luxembourg,PC,Books,"Swaniawski, Runolfsson and Green",Ilsa Kob,Jocelyn Laurentino,"1,08,920.56"," 94,270.74 ",07-08-2019,7,8,2019
15-12-2020,37-2363680,Luxembourg,PC,Books,Morissette Group,Ilsa Kob,Jocelyn Laurentino,"2,94,874.74"," 2,59,106.43 ",12/15/2020,12,15,2020
14-08-2020,39-1671087,Luxembourg,PC,Books,Hessel-Stiedemann,Ilsa Kob,Jocelyn Laurentino,"1,58,362.33"," 1,33,990.37 ",8/14/2020,8,14,2020
27-09-2020,98-3033030,Luxembourg,PC,Accessories,"Zieme, Bailey and Herzog",Ilsa Kob,Jocelyn Laurentino,"1,60,185.99"," 1,30,487.51 ",9/27/2020,9,27,2020
28-12-2019,01-8696189,Luxembourg,PC,Outdoors,Johns and Sons,Ilsa Kob,Jocelyn Laurentino,"1,82,852.21"," 1,45,440.65 ",12/28/2019,12,28,2019
29-08-2019,37-6597365,Luxembourg,PC,Games,West-Cummings,Ilsa Kob,Jocelyn Laurentino,"1,36,079.62"," 1,19,178.53 ",8/29/2019,8,29,2019
24-09-2020,89-8942175,Luxembourg,PC,Accessories,Hegmann Group,Ilsa Kob,Jocelyn Laurentino,"1,75,332.04"," 1,44,999.60 ",9/24/2020,9,24,2020
16-03-2019,95-6935153,Luxembourg,PC,Clothing,O'Connell-Mitchell,Ilsa Kob,Jocelyn Laurentino,"76,426.54"," 66,116.60 ",3/16/2019,3,16,2019
24-03-2019,53-0205940,Luxembourg,Mobile,Electronics,Johns and Sons,Ilsa Kob,Jocelyn Laurentino,"1,04,743.22"," 83,281.33 ",3/24/2019,3,24,2019
24-02-2020,53-2132479,Luxembourg,PC,Beauty,McClure Inc,Ilsa Kob,Jocelyn Laurentino,"74,732.79"," 64,098.31 ",2/24/2020,2,24,2020
12-12-2019,98-5257166,Luxembourg,Tablet,Beauty,Altenwerth-Konopelski,Ilsa Kob,Jocelyn Laurentino,"3,12,928.72"," 2,70,401.71 ",12-12-2019,12,12,2019
27-01-2019,47-8186791,Luxembourg,PC,Clothing,Johns and Sons,Ilsa Kob,Jocelyn Laurentino,"1,72,397.66"," 1,39,986.90 ",1/27/2019,1,27,2019
17-01-2019,65-0414599,Luxembourg,PC,Appliances,McGlynn-Prosacco,Ilsa Kob,Jocelyn Laurentino,"72,002.26"," 56,996.99 ",1/17/2019,1,17,2019
21-02-2020,82-0533747,Luxembourg,PC,Smartphones,Kirlin and Sons,Ilsa Kob,Jocelyn Laurentino,"47,182.43"," 40,576.89 ",2/21/2020,2,21,2020
03-01-2019,34-5150360,Luxembourg,PC,Clothing,Johns and Sons,Ilsa Kob,Jocelyn Laurentino,"82,525.61"," 68,446.74 ",03-01-2019,3,1,2019
23-07-2020,45-1867999,Luxembourg,PC,Games,"Dickinson, Hyatt and Berge",Ilsa Kob,Jocelyn Laurentino,"1,48,359.68"," 1,18,480.04 ",7/23/2020,7,23,2020
20-02-2020,07-5296371,Luxembourg,PC,Games,"Murray, Reichel and Nolan",Ilsa Kob,Jocelyn Laurentino,"61,374.06"," 49,099.25 ",2/20/2020,2,20,2020
01-02-2019,40-9830607,Luxembourg,PC,Electronics,Tillman and Sons,Ilsa Kob,Jocelyn Laurentino,"71,360.36"," 59,750.03 ",01-02-2019,1,2,2019
22-05-2020,21-4464304,Luxembourg,PC,Outdoors,Stamm-Zulauf,Ilsa Kob,Jocelyn Laurentino,"1,20,831.28"," 95,746.71 ",5/22/2020,5,22,2020
01-11-2019,46-9710750,Luxembourg,PC,Beauty,"Schmitt, Purdy and Johnson",Ilsa Kob,Jocelyn Laurentino,"68,984.17"," 59,560.93 ",01-11-2019,1,11,2019
11-04-2019,62-1694462,Luxembourg,PC,Appliances,Hessel-Stiedemann,Ilsa Kob,Jocelyn Laurentino,"26,490.47"," 21,168.53 ",11-04-2019,11,4,2019
27-07-2019,85-9787047,Luxembourg,Tablet,Smartphones,O'Connell-Mitchell,Ilsa Kob,Jocelyn Laurentino,"2,56,603.66"," 2,09,799.15 ",7/27/2019,7,27,2019
02-07-2020,38-5910704,Netherlands,PC,Clothing,Johns and Sons,Denice Amberg,Nero Harbisher,"17,028.19"," 14,102.75 ",02-07-2020,2,7,2020
23-03-2020,36-3410564,Netherlands,PC,Smartphones,Friesen-Rath,Denice Amberg,Nero Harbisher,"54,566.99"," 43,757.27 ",3/23/2020,3,23,2020
29-08-2019,11-5260310,Netherlands,PC,Smartphones,"Hamill, Kulas and Roob",Denice Amberg,Nero Harbisher,"62,708.60"," 51,414.78 ",8/29/2019,8,29,2019
21-04-2019,40-7356336,Netherlands,PC,Clothing,Hessel-Stiedemann,Denice Amberg,Nero Harbisher,"62,567.58"," 49,916.42 ",4/21/2019,4,21,2019
05-06-2019,30-8215510,Netherlands,Mobile,Smartphones,"Swaniawski, Runolfsson and Green",Denice Amberg,Nero Harbisher,"1,04,152.15"," 85,696.39 ",05-06-2019,5,6,2019
12-04-2020,36-2694099,Netherlands,PC,Clothing,Corwin and Sons,Denice Amberg,Nero Harbisher,"3,53,925.06"," 2,87,528.72 ",12-04-2020,12,4,2020
05-02-2020,82-4495901,Netherlands,PC,Clothing,McClure Inc,Denice Amberg,Nero Harbisher,"1,52,771.90"," 1,34,423.99 ",05-02-2020,5,2,2020
06-12-2020,25-4970452,Netherlands,PC,Books,Altenwerth-Konopelski,Denice Amberg,Nero Harbisher,"2,53,291.55"," 2,19,502.46 ",06-12-2020,6,12,2020
01-12-2020,81-9170157,Netherlands,PC,Electronics,Smith Group,Denice Amberg,Nero Harbisher,"99,731.40"," 84,731.80 ",01-12-2020,1,12,2020
18-11-2019,73-9492768,Netherlands,PC,Clothing,"Hamill, Kulas and Roob",Denice Amberg,Nero Harbisher,"73,981.77"," 61,959.73 ",11/18/2019,11,18,2019
18-03-2020,45-8314773,Netherlands,PC,Smartphones,Armstrong-Little,Denice Amberg,Nero Harbisher,"85,237.91"," 72,384.03 ",3/18/2020,3,18,2020
19-11-2020,10-0386535,Netherlands,PC,Electronics,McGlynn-Prosacco,Denice Amberg,Nero Harbisher,"1,19,858.15"," 99,997.65 ",11/19/2020,11,19,2020
23-12-2020,35-9372764,Netherlands,PC,Books,Hessel-Stiedemann,Denice Amberg,Nero Harbisher,"95,575.75"," 75,504.84 ",12/23/2020,12,23,2020
08-09-2019,79-1331359,Netherlands,PC,Games,Hessel-Stiedemann,Denice Amberg,Nero Harbisher,"1,38,249.77"," 1,20,277.30 ",08-09-2019,8,9,2019
25-02-2019,02-2183787,Netherlands,PC,Electronics,Konopelski LLC,Denice Amberg,Nero Harbisher,"23,290.84"," 19,147.40 ",2/25/2019,2,25,2019
19-06-2020,98-5774102,Netherlands,PC,Electronics,Wiza and Sons,Denice Amberg,Nero Harbisher,"2,00,472.46"," 1,70,181.07 ",6/19/2020,6,19,2020
23-12-2019,21-2357660,Netherlands,PC,Books,Schuster Inc,Denice Amberg,Nero Harbisher,"2,03,231.73"," 1,63,052.82 ",12/23/2019,12,23,2019
06-11-2019,48-7080069,Netherlands,Tablet,Beauty,McClure Inc,Denice Amberg,Nero Harbisher,"2,14,983.15"," 1,80,413.86 ",06-11-2019,6,11,2019
03-02-2020,03-3076058,Netherlands,Mobile,Outdoors,"Farrell, Swaniawski and Crist",Denice Amberg,Nero Harbisher,"1,02,073.04"," 81,770.71 ",03-02-2020,3,2,2020
08-06-2019,13-4700827,Netherlands,PC,Games,McGlynn-Prosacco,Denice Amberg,Nero Harbisher,"28,787.17"," 24,610.15 ",08-06-2019,8,6,2019
05-07-2020,18-1809309,Netherlands,Mobile,Games,Hegmann Group,Denice Amberg,Nero Harbisher,"1,05,678.39"," 89,720.95 ",05-07-2020,5,7,2020
07-04-2020,35-1708827,Netherlands,PC,Appliances,Hessel-Stiedemann,Denice Amberg,Nero Harbisher,"1,18,026.37"," 99,873.91 ",07-04-2020,7,4,2020
19-07-2019,99-9093075,Netherlands,PC,Appliances,Stamm-Zulauf,Denice Amberg,Nero Harbisher,"43,008.69"," 34,458.56 ",7/19/2019,7,19,2019
17-10-2020,62-1501210,Netherlands,Tablet,Books,"Schmitt, Purdy and Johnson",Denice Amberg,Nero Harbisher,"50,241.47"," 43,443.80 ",10/17/2020,10,17,2020
10-08-2020,66-0265458,Netherlands,PC,Games,"Spencer, Rogahn and Muller",Denice Amberg,Nero Harbisher,"1,49,956.93"," 1,30,087.64 ",10-08-2020,10,8,2020
13-03-2020,75-7443241,Netherlands,PC,Clothing,Dibbert Inc,Denice Amberg,Nero Harbisher,"77,896.83"," 62,714.74 ",3/13/2020,3,13,2020
24-06-2020,60-6986682,Netherlands,PC,Outdoors,Kirlin and Sons,Denice Amberg,Nero Harbisher,"1,72,453.10"," 1,45,688.38 ",6/24/2020,6,24,2020
17-02-2019,15-3241183,Netherlands,PC,Smartphones,Smith Group,Denice Amberg,Nero Harbisher,"60,917.85"," 52,736.58 ",2/17/2019,2,17,2019
07-11-2019,58-7703341,Portugal,PC,Clothing,Larkin-Collier,Celine Tumasian,Smitty Culverhouse,"2,96,465.56"," 2,57,480.34 ",07-11-2019,7,11,2019
04-02-2020,14-6700183,Portugal,PC,Beauty,Hessel-Stiedemann,Celine Tumasian,Aurelie Wren,"74,532.02"," 59,752.32 ",04-02-2020,4,2,2020
02-05-2019,69-6259390,Portugal,PC,Books,Schoen-Keeling,Celine Tumasian,Smitty Culverhouse,"71,620.08"," 62,245.01 ",02-05-2019,2,5,2019
05-10-2020,91-4126746,Portugal,Mobile,Appliances,Hessel-Stiedemann,Celine Tumasian,Smitty Culverhouse,"78,461.13"," 63,537.82 ",05-10-2020,5,10,2020
01-04-2020,15-3943365,Portugal,Tablet,Outdoors,Hessel-Stiedemann,Celine Tumasian,Aurelie Wren,"1,36,915.61"," 1,14,790.05 ",01-04-2020,1,4,2020
06-05-2019,85-4732103,Portugal,PC,Smartphones,Goldner-Dibbert,Celine Tumasian,Corene Shirer,"1,47,656.52"," 1,24,193.90 ",06-05-2019,6,5,2019
05-11-2020,27-9800293,Portugal,PC,Smartphones,Stamm Inc,Celine Tumasian,Corene Shirer,"1,56,839.31"," 1,34,709.28 ",05-11-2020,5,11,2020
06-10-2020,22-6745595,Portugal,PC,Beauty,Romaguera-Dietrich,Celine Tumasian,Hortense Gerring,"1,72,989.17"," 1,42,975.55 ",06-10-2020,6,10,2020
03-10-2020,48-0713329,Portugal,Tablet,Electronics,"Jacobson, Marvin and Brown",Celine Tumasian,Aurelie Wren,"1,21,318.55"," 1,02,890.26 ",03-10-2020,3,10,2020
20-01-2020,26-9948924,Portugal,Tablet,Games,Considine-Fisher,Celine Tumasian,Aurelie Wren,"37,273.84"," 31,559.76 ",1/20/2020,1,20,2020
28-10-2019,82-4653018,Portugal,PC,Smartphones,"Keeling, Monahan and Pollich",Celine Tumasian,Hortense Gerring,"1,11,639.29"," 97,204.33 ",10/28/2019,10,28,2019
05-07-2019,59-5568557,Portugal,PC,Clothing,Hessel-Stiedemann,Celine Tumasian,Hortense Gerring,"95,566.43"," 80,342.70 ",05-07-2019,5,7,2019
28-01-2020,51-9029547,Portugal,PC,Games,Friesen-Rath,Celine Tumasian,Corene Shirer,"1,53,029.72"," 1,25,117.10 ",1/28/2020,1,28,2020
03-12-2020,23-8271333,Portugal,PC,Appliances,Johns and Sons,Celine Tumasian,Aurelie Wren,"1,03,279.79"," 82,334.65 ",03-12-2020,3,12,2020
18-01-2020,20-3441688,Portugal,Mobile,Electronics,McGlynn-Bergstrom,Celine Tumasian,Smitty Culverhouse,"84,767.77"," 68,950.10 ",1/18/2020,1,18,2020
11-02-2020,18-0704377,Portugal,Mobile,Electronics,Kirlin and Sons,Celine Tumasian,Hortense Gerring,"1,43,107.89"," 1,21,241.00 ",11-02-2020,11,2,2020
29-10-2019,76-2572347,Portugal,Tablet,Electronics,Walter LLC,Celine Tumasian,Hortense Gerring,"1,36,324.90"," 1,10,436.80 ",10/29/2019,10,29,2019
02-08-2019,74-4429133,Portugal,Mobile,Games,"Hamill, Kulas and Roob",Celine Tumasian,Hortense Gerring,"43,066.58"," 36,154.39 ",02-08-2019,2,8,2019
13-01-2020,62-4331197,Portugal,PC,Clothing,Hessel-Stiedemann,Celine Tumasian,Corene Shirer,"92,698.45"," 73,454.25 ",1/13/2020,1,13,2020
10-12-2019,09-3959499,Portugal,Mobile,Clothing,Hegmann Group,Celine Tumasian,Smitty Culverhouse,"38,982.26"," 32,854.25 ",10-12-2019,10,12,2019
25-11-2019,55-7848276,Portugal,PC,Games,"Leffler, Prohaska and Streich",Celine Tumasian,Aurelie Wren,"57,120.58"," 49,654.92 ",11/25/2019,11,25,2019
08-08-2020,70-7107956,Portugal,Tablet,Smartphones,"Hermiston, Simonis and Wisoky",Celine Tumasian,Hortense Gerring,"1,02,495.13"," 85,009.46 ",08-08-2020,8,8,2020
06-11-2019,84-5310661,Portugal,Tablet,Smartphones,Gislason-Stanton,Celine Tumasian,Smitty Culverhouse,"2,94,472.77"," 2,55,572.92 ",06-11-2019,6,11,2019
09-12-2019,00-2549549,Portugal,PC,Clothing,Johns and Sons,Celine Tumasian,Smitty Culverhouse,"1,61,544.06"," 1,32,579.21 ",09-12-2019,9,12,2019
01-06-2020,23-1397222,Portugal,PC,Appliances,"Christiansen, Donnelly and Bechtelar",Celine Tumasian,Smitty Culverhouse,"50,303.66"," 41,103.12 ",01-06-2020,1,6,2020
24-06-2019,87-6162387,Portugal,PC,Smartphones,Johns and Sons,Celine Tumasian,Hortense Gerring,"1,83,363.60"," 1,55,033.92 ",6/24/2019,6,24,2019
